Date,Silver_10,Gold_10,Silver_30,Gold_30,Silver_100,Gold_100,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHk_14_3_3,STOCHd_14_3_3,Target
2001-01-25,5.5126793475563645,-0.07556184276818748,2.770612248242073,-2.1095529050767827,-2.941176186113128,-3.4319073041078396,65.96610495897365,0.042483899173438644,0.02456513838214497,0.017918760791293675,93.60707055673235,92.35222648610845,0.0
2001-01-26,5.442169396577613,-0.454550078420928,3.111587675416731,-2.7746949088819366,-3.9576246817709904,-5.5695295292397455,67.73888815951351,0.046737721775098606,0.023055168787043945,0.02368255298805466,95.58076611854464,93.91277718043357,0.0
2001-01-29,3.9160481900564292,-0.41682687720982137,3.8935717649699324,-2.1593515185221586,-4.016790689745305,-5.126358197484206,67.3610494614144,0.04937833256482449,0.020556623661415863,0.028821708903408627,98.62119104231,95.936342572529,0.0
2001-01-30,2.5443651245159753,0.8355534785520411,4.306219053678403,-1.3011152416356877,-4.0416193534439415,-3.734586022063391,65.97390129760004,0.050326069007581076,0.017203488083337957,0.03312258092424312,98.64650346615618,97.61615354233693,0.0
2001-01-31,1.7197420503349703,0.9118517420875182,4.996705612372058,-1.7751434546282945,-3.8530989344799114,-3.1363988769709827,64.94510612300128,0.05009621157562183,0.013578904521102969,0.03651730705451886,96.76478872154962,98.0108277433386,0.0
2001-02-01,-0.08344152682576954,1.6275501870905338,4.6994570830905715,-0.44494332692505717,-2.9381962027915507,-2.0072992700729926,64.72772573447773,0.0492654605480638,0.010198522794835949,0.03906693775322785,94.2749738025924,96.56208866343273,0.0
2001-02-02,0.40008534672105434,1.0594091713466833,3.991277780054209,-0.964036331418394,-3.1484813612650333,-2.2685627392525753,59.97158130148897,0.046298184816226495,0.005784997650398915,0.04051318716582758,85.75070777996194,92.26349010136799,0.0
2001-02-05,-2.0108963379626688,-0.4504435874421996,1.7841552497061006,-2.678894602924312,-4.237466650684244,-2.8927109922838916,45.3052445614527,0.036266282143915696,-0.0033975240175295116,0.03966380616144521,54.29908919123519,78.10825692459652,0.0
2001-02-06,-2.5753799072244226,-1.0522428584453467,1.1741661466974644,-3.79978953241542,-5.214912327139242,-3.5177743928997933,42.21676848389047,0.0259989287714113,-0.010931901912027128,0.03693083068343843,23.697977784814455,54.58259158533719,0.0
2001-02-07,-3.292786508068979,-0.5675369161102568,0.0,-3.9824712926273236,-5.744074528514121,-3.665689313589384,37.58163877786398,0.01430800921137898,-0.018098257177647556,0.032406266389026536,4.736951571734001e-15,25.999022325349884,0.0
2001-02-08,-4.702192514264258,-1.663513760485586,-1.3627557906884011,-5.107624840662284,-6.710312354677097,-4.515414122088016,32.86322945429798,0.0009170171116297254,-0.02519139942191745,0.026108416533547174,4.736951571734001e-15,7.899325928271488,0.0
2001-02-09,-5.244534111224628,-1.1034984897978617,-0.6545976131299494,-5.559599430190711,-6.470831044488867,-4.553798917505704,32.26446770178112,-0.010143353376646402,-0.02900141592815486,0.01885806255150846,4.736951571734001e-15,4.736951571734001e-15,0.0
2001-02-12,-5.205080187172733,-0.79907750512981,-0.7412234724889799,-4.048582814055293,-6.624281358180109,-3.9425136072531535,32.264467701781115,-0.018693292039807297,-0.030041083673052606,0.01134779163324531,4.736951571734001e-15,4.736951571734001e-15,0.0
2001-02-13,-5.066722900840242,-1.9585733359816382,-0.6979294347571333,-4.30147507611443,-6.758139067514303,-4.266276706108308,32.264467701781115,-0.025178932963482836,-0.029221379677382517,0.004042446713899681,4.736951571734001e-15,4.736951571734001e-15,0.0
2001-02-14,-4.404090389058722,-2.3343418917749728,0.7700736375047263,-3.3532042491294134,-5.175983518612051,-3.5687755031656594,37.730128217342056,-0.027819493962646824,-0.025489552541237203,-0.0023299414214096206,3.571424066161829,1.1904746887206128,0.0
2001-02-15,-5.78288001283777,-4.990686739845205,0.5122548217903335,-4.813430558389692,-7.368641009266123,-5.623374907843233,31.037346755715618,-0.034916000635735855,-0.026068847371460986,-0.008847153264274868,3.571424066161829,2.3809493774412207,0.0
2001-02-16,-5.872487466773662,-3.3320830000412465,-0.9708770552422995,-3.4044055374165163,-8.594703552951652,-5.003670418225575,28.97219541412626,-0.04207234822218808,-0.026580155966330572,-0.01549219225585751,3.571424066161829,3.571424066161829,0.0
2001-02-20,-5.5579254709021795,-3.4313746925515245,-3.0076753512447545,-4.440296230031484,-10.111897140548699,-6.56694622370865,24.130729194548472,-0.05278373753405052,-0.029833236222554408,-0.022950501311496115,4.736951571734001e-15,2.380949377441221,0.0
2001-02-21,-5.308397745122795,-1.9369448622791356,-3.058304436337572,-3.6567118630480415,-10.646929032496388,-5.732012427640525,23.40855345103994,-0.061531599244819546,-0.030864878346658745,-0.0306667208981608,4.736951571734001e-15,1.1904746887206128,1.0
2001-02-22,-4.294078325802112,-1.6362206973754652,-3.0109907292380393,-3.364485981308411,-11.171494275026586,-7.147986470101597,24.821937312182637,-0.06712572012223816,-0.02916719937926189,-0.03795852074297627,0.6445644294397387,0.21485480981324936,1.0
2001-02-23,-2.8289410460908084,0.3075693095717836,-2.2932661127855027,-1.4355943087659346,-10.539063774104921,-5.333821437402259,28.476958586001683,-0.06930770541004794,-0.02507934773365733,-0.044228357676390606,3.7083034544357214,1.4509559612918217,1.0
2001-02-26,-2.4159924041191276,2.270101591012074,-2.5016527633638397,0.6818135579427083,-9.308028422958731,-2.850883821835795,30.889200520125538,-0.0692701730285501,-0.020033452281727593,-0.049236720746822504,8.701520905278327,4.351462929717929,0.0
2001-02-27,-3.052930810016785,2.569996691880639,-4.500220106453736,1.326259977623526,-10.028538304621375,-2.087151988151447,28.39659317472946,-0.07076473842908015,-0.017222414145806123,-0.05354232428327403,10.268637556850452,7.5594873055215,1.0
2001-02-28,-1.7790435251891612,2.4971188262866213,-4.383149918742952,1.3292822492464487,-8.976185124233888,-1.7673115621055735,38.998957198848444,-0.0665024708358164,-0.010368117242033889,-0.05613435359378251,21.590903951065314,13.520354137731365,0.0
2001-03-01,-4.0393001279756,2.235936178495601,-6.687899249877449,0.7598783842102614,-9.827658687519927,-1.8867835058297269,32.185379489808206,-0.06854768588007687,-0.009930665829035484,-0.058617020051041385,17.4748992958512,16.444813601255657,0.0
2001-03-02,-2.0828686557175504,2.7440218865222246,-7.822277604558778,-0.794854658019481,-9.613413705445131,-3.1411677044635398,35.942046654185056,-0.06745434882578838,-0.00706986301979759,-0.06038448580599079,20.350985504991318,19.805596250635944,0.0
